burden_ratio
0.6038592508513053
0.8231441048034934
0.6511627906976745
0.4829821717990275
0.4670932358318099
0.48953140578265203
0.7430093209054593
0.6672944130571249
0.7558569667077681
0.6548223350253807
0.5167173252279635
0.6167002012072434
0.38993174061433444
0.4249404289118348
0.3747244673034533
0.32791728212703103
0.2986737400530504
0.3849148418491484
0.5882352941176471
0.6189989785495403
0.7481751824817519
0.4891067538126362
0.24078624078624078
0.8181818181818182
0.15619967793880837
0.20270270270270271
0.1695906432748538
0.22095238095238096
0.16883116883116883
0.10923076923076923
0.1241883116883117
0.19865319865319866
0.23544743701129453
0.2081513828238719
0.1699766355140187
0.14043887147335424
0.20706042090970808
0.23010752688172043
0.31217277486910994
0.5090689238210399
0.695906432748538
0.9230769230769231
0.04081632653061224
0.05337078651685393
0.6071428571428571
0.050758459743290546
0.06726669824727617
0.06343612334801763
0.05677741381999688
0.056652702972272095
0.05437929272861441
0.052560054358687394
0.033783783783783786
0.054122089364380115
0.0524690550336273
0.05282571126415435
0.056813656516314016
0.058128026108124016
0.06085098715539654
0.07923624271462795
0.10790972079303011
0.16734143049932523
0.30875975715524717
0.02677376171352075
0.04772393538913363
0.726027397260274
0.04257475924987329
0.043357613596947626
0.058884297520661155
0.05488060326770004
0.05229357798165138
0.03784157730888966
0.03338259584456229
0.03019970774476376
0.03724964123042366
0.03815019472707624
0.04403341515860783
0.04889942883863856
0.05376902614471675
0.06675652667423383
0.08548887010425472
0.13739927757710474
0.21230290917166333
0.44607190412782954
0.19076923076923077
0.12444444444444444
0.3835832675611681
0.10969196093163035
0.22805139186295503
0.15976714100905562
0.1668999300209937
0.15235385411277808
0.16644823066841416
0.14868804664723032
0.25118483412322273
0.22131422814284116
0.2434829833454019
0.22520661157024793
0.2213583352389664
0.21617615268212842
0.1937626683256738
0.17587750777538536
0.1691275700563626
0.17942819585934933
0.24242424242424243
0.17075664621676892
0.2033898305084746
0.6755952380952381
0.11424903722721438
0.12553905126976522
0.10945736434108527
0.1014760147601476
0.11206254653760238
0.12224883964665369
0.12285367674505412
0.34177215189873417
0.1624031460499163
0.17482740616116493
0.18926090689143837
0.19705663352459377
0.19273962804005723
0.1821916134746358
0.18484753800062492
0.18575832493971858
0.21717781534250985
0.3298409002716337
0.3772893772893773
1.0
0.32142857142857145
0.6414141414141414
0.8508064516129032
0.8351800554016621
0.7643979057591623
0.8485523385300668
0.6860546601261388
0.6416184971098265
1.0
0.6483103879849812
